command,mean,stddev,median,user,system,min,max
python frontend/p002.py,0.028246916622647066,0.005174395349614908,0.031042748505000002,0.023905281764705882,0.004323601764705882,0.014534063505000002,0.033239142505
python pure/p002.py,0.027246277179796746,0.00488804976923983,0.030298122505000004,0.022974632601626025,0.004282795528455284,0.014321256505000003,0.032619036505000004
