command,mean,stddev,user,system,min,max
./D/bin/p002,0.0005215769004380789,0.0003030112080897398,0.0003912580117944396,0.00047941082561078334,0.0002533548600000006,0.0022053138600000004
./Rust/bin/euler_2,0.0005092364694853688,0.0003247301191577024,0.00039908763874873843,0.0004658651866801209,0.00021776486000000053,0.0019886838600000007
./Nim/bin/p002,0.00028323918777513096,0.00026912677039176987,0.0003406297975226295,0.000359573249166269,0.00004846486000000048,0.0018825478600000007
./Haskell/bin/2,0.0006383075462589372,0.00031325344660319875,0.0004370887768069897,0.0005194756155679107,0.0003476938600000005,0.0022611418600000004
